,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IGHD4-4,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IGHV3-32,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IGHVIII-16-1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IGLJ7,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IGLV3-17,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IGLVI-20,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IL6STP1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IMPG1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
INHA,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IPO8P1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
ISLR,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
ISLR2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
ISM2,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IZUMO1R,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
IZUMO2,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
JPH1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KATNBL1P4,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCNG4,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCNJ16,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCNJ8,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCNMA1-AS1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCNMB3P1,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCTD16,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KCTD9P2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KDM4E,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KDR,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KLK10,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KLK11,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT128P,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT15,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT16P1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT17P3,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT18P35,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT18P52,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT18P55,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT76,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT78,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT8P18,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT8P29,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT8P34,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRT8P37,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP10-2,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP10-6,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP10-9,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP12-4,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP5-10,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
KRTAP5-5,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LAMTOR5P1,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LAPTM4BP1,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LAPTM4BP2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LARP4P,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LATS2-AS1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LBP,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LCE3E,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LGI3,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LHX2,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00161,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00272,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00488,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00525,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00545,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00557,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00838,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00867,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC00982,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01033,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01082,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01106,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01152,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01158,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01182,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01185,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01214,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01222,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01317,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01447,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01509,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01600,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01612,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01705,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01747,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01783,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01826,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01902,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01910,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01949,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01976,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC01977,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02067,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02112,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02249,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02268,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02279,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02332,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02457,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02531,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02570,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LINC02579,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LL22NC01-81G9.3,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LMX1B,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LRIT2,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LRP2,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LRRC15,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LRRC37A11P,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
LSM6P2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MAGEB2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MALL,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MARK2P9,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MED4-AS1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MEF2C-AS2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MESP2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MESTP1,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MGAT3-AS1,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MINOS1P3,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR1273C,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR1302-8,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR27B,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR3128,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4296,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4306,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4419A,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4424,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4487,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4507,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4512,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4674,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4734,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4755,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR4782,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR5087,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR5188,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR5189,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR548H1,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR548L,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR548P,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR548T,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR5700,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR583HG,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6124,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR661,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6761,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6766,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6769A,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6776,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6859-1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR6882,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR7845,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR7856,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR8061,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR933,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR941-1,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MIR9500,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MLN,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MMP10,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MMP7,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MOGAT3,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MT-TA,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTAPP2,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO1P20,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO1P27,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO1P30,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO1P54,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO2P1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO3P17,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTCO3P22,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTDHP4,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTND2P9,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTND3P5,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTND5P10,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MTND6P22,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MUC21,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MYADML2,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MYH6,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MYMX,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
MYOM3,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NFIA-AS2,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NFU1P1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NIFKP4,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NKX2-3,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NKX2-5,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NMRK2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NOC2LP2,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NOL8P1,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NPAP1P3,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NPM1P45,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NPNT,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NR2E3,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
NTM,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OMD,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR10H1,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR10H4,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR10Z1,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR1F1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR2A4,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR2AK2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR2T32P,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR2T6,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR4A49P,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR4D2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR4X2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR51A10P,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR52B2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR52S1P,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR5A1,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR5AN1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR7E33P,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OR7M1P,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OSTCP5,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
OTOR,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
P4HA3-AS1,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PAICSP4,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PALM2,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PARP4P3,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PBOV1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCAT5,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCDHA8,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCDHB5,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCDHGC5,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCMTD1P2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PCNAP4,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PDCL3P6,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PDHA2,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PDLIM4,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PDPN,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PEBP4,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PFN1P8,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PGAM1P2,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PGR,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PHBP10,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PHBP13,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PHF21B,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PIGUP1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PITX1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PKHD1,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PLA2G2E,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
POLR3GP1,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
POM121L4P,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PON1,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
POSTN,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
POTEM,0.141934206,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP14,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP19,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP26,0.082688166,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP60,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP69,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP70,0.152418953,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP71,0.077709109,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPIAP75,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPP1R14BP2,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPP1R1AP1,0.077784607,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
PPP1R1C,0.037141401,-0.041334406,0.13232679,-0.312366119,0.754762296,0.99722229
